content,tips,lesson,translation,mask
"さっか（作家）","","10","［名］ 作家","作家"
"ぶちょう（部長）","","10","［名］ 部长","部長"
"へいじつ（平日）","","10","［名］ 平日，非休息日","平日"
"ひ（日）","","10","［名］ 日子","日"
"せいかつ（生活）","","10","［名］ 生活","生活"
"せかい（世界）","","10","［名］ 世界","世界"
"はれ（晴れ）","","10","［名］ 晴天","晴れ"
"あめ（雨）","","10","［名］ 雨，下雨","雨"
"くもり（曇り）","","10","［名］ 阴天","曇り"
"ゆき（雪）","","10","［名］ 雪","雪"
"きたない（汚い）","","10","［形1］ 脏","汚い"
"きれい（綺麗）","","10","［形2］ 漂亮，干净","綺麗"
"ゆうめい（有名）","","10","［形1］ 有名","有名"
"にぎやか","","10","［形2］ 热闹，繁华","にぎやか"
"しずか（静か）","","10","［形2］ 安静","静か"
"ひま（暇）","","10","［形2］ 空闲","暇"
"しんせつ（親切）","","10","［形2］ 热情","親切"
"すき（好き）","","10","［形2］ 喜欢","好き"
"きらい（嫌い）","","10","［形2］ 讨厌","嫌い"
"べんり（便利）","","10","［形2］ 方便","便利"
"ふべん（不便）","","10","［形2］ 不方便","不便"
"げんき（元気）","","10","［形2］ 健康，有精神","元気"
"かんたん（簡単）","","10","［形2］ 简单","簡単"
"ハンサム","","10","［形2］ 英俊，帅气","ハンサム"
"どんな","","10","［疑］ 什么样的，怎样的","どんな"
"どう","","10","［副］ 怎样，如何","どう"
"いかが","","10","［副］ 如何","いかが"
"いろいろ","","10","［副］ 各种各样","いろいろ"
"でも","","10","［连］ 可是，不过","でも"
"そして","","10","［连］ 而且，于是","そして"
"ところで","","10","［连］ （转换话题）哎","ところで"
"あれえ","","10","［叹］ 咦","あれえ"
"なら（奈良）","","10","［专］ 奈良","奈良"
"ふじさん（富士山）","","10","［专］ 富士山","富士山"
"もうすこし（もう少し）","","10","再～一点","もう少し"
"じゅう（中）","","10","中","中"
"うた（歌）","","11","［名］ 歌，歌曲","歌"
"カラオケ","","11","［名］ 卡拉OK","カラオケ"
"ロック","","11","［名］ 摇滚乐","ロック"
"ポップス（pops）","","11","［名］ 流行音乐","ポップス"
"クラシック（classic）","","11","［名］ 西方古典音乐","クラシック"
"ピアノ","","11","［名］ 钢琴","ピアノ"
"え（絵）","","11","［名］ 画儿","絵"
"えいご（英語）","","11","［名］ 英语","英語"
"スペインご（～語）","","11","［名］ 西班牙语","スペイン語"
"スポーツ","","11","［名］ 体育，运动","スポーツ"
"すいえい（水泳）","","11","［名］ 游泳","水泳"
"ゴルフ（golf）","","11","［名］ 高尔夫球","ゴルフ"
"うんてん（運転）","","11","［名］ 开车","運転"
"のみもの（飲み物）","","11","［名］ 饮料","飲み物"
"おさけ（お酒）","","11","［名］ 酒，酒类","お酒"
"にく（肉）","","11","［名］ 肉","肉"
"やさい（野菜）","","11","［名］ 蔬菜","野菜"
"くだもの（果物）","","11","［名］ 水果","果物"
"ヒマワリ（向日葵）","","11","［名］ 向日葵","向日葵"
"バラ（薔薇）","","11","［名］ 蔷薇，玫瑰","薔薇"
"コンピュータ","","11","［名］ 计算机，电脑","コンピュータ"
"まど（窓）","","11","［名］ 窗，窗户","窓"
"けっこんしき（結婚式）","","11","［名］ 结婚典礼","結婚式"
"しゃしんてん（写真展）","","11","［名］ 摄影展","写真展"
"りょかん（旅館）","","11","［名］ 旅馆，旅店","旅館"
"べっそう（別荘）","","11","［名］ 别墅","別荘"
"よせぎざいく（寄木細工）","","11","［名］ 木片儿拼花工艺品","寄木細工"
"もよう（模様）","","11","［名］ 花纹，纹案","模様"
"がいこく（外国）","","11","［名］ 外国","外国"
"かいぎ（会議）","","11","［名］ 会议","会議"
"あし（脚）","","11","［名］ 腿","脚"
"ぼく（僕）","","11","［代］ 我（男性自称）","僕"
"わかります（分かります）","","11","［动1］ 懂，明白","分かります"
"まよいます（迷います）","","11","［动1］ 犹豫，难以决定","迷います"
"できます","","11","［动2］ 会；能；完成","できます"
"しめます（閉めます）","","11","［动2］ 关闭，关门","閉めます"
"つかれます（疲れます）","","11","［动2］ 疲倦，疲惫","疲れます"
"さんぽします（散歩～）","","11","［动3］ 散步","散歩します"
"こわい（怖い）","","11","［形1］ 害怕，恐怖","怖い"
"あかい（赤い）","","11","［形1］ 红","赤い"
"いたい（痛い）","","11","［形1］ 疼，疼痛","痛い"
"じょうず（上手）","","11","［形2］ 擅长，高明，水平高","上手"
"へた（下手）","","11","［形2］ 不高明，水平低","下手"
"にがて（苦手）","","11","［形2］ 不擅长，不善于","苦手"
"ときどき（時々）","","11","［副］ 有时，时不时","時々"
"よく","","11","［副］ 经常，常常","よく"
"たまに","","11","［副］ 偶尔，很少","たまに"
"また","","11","［副］ 还，再，又","また"
"どうして","","11","［副］ 为什么","どうして"
"だから","","11","［连］ 所以，因此","だから"
"ですから","","11","［连］ 所以，因此","ですから"
"うーん","","11","［叹］ 嗯……，这个……","うーん"
"けっこうです（結構です）","","11","不用，不要","結構です"
"など","","11","等等","など"
"きにいります（気に入ります）","","11","喜欢，中意","気に入ります"
"きせつ（季節）","","12","［名］ 季节","季節"
"ふゆ（冬）","","12","［名］ 冬天，冬季","冬"
"はる（春）","","12","［名］ 春天，春季","春"
"にほんりょうり（日本料理）","","12","［名］ 日式饭菜","日本料理"
"すし（寿司）","","12","［名］ 寿司","寿司"
"ナシ","","12","［名］ 梨","ナシ"
"バナナ","","12","［名］ 香蕉","バナナ"
"ミカン","","12","［名］ 橘子","ミカン"
"しょうちゅう（焼酎）","","12","［名］ 烧酒","焼酎"
"にほんしゅ（日本酒）","","12","［名］ 日本酒","日本酒"
"こうちゃ（紅茶）","","12","［名］ 红茶","紅茶"
"ウーロンちゃ（～茶）","","12","［名］ 乌龙茶","ウーロン茶"
"ジャスミンちゃ（～茶）","","12","［名］ 茉莉花茶","ジャスミン茶"
"りょくちゃ（緑茶）","","12","［名］ 绿茶","緑茶"
"ジュース","","12","［名］ 果汁","ジュース"
"にんき（人気）","","12","［名］ 声望，受欢迎","人気"
"せき（席）","","12","［名］ 座位，席位","席"
"クラス","","12","［名］ 班级","クラス"
"しゅるい（種類）","","12","［名］ 种类","種類"
"せ（背）","","12","［名］ 个子","背"
"あに（兄）","","12","［名］ 哥哥，兄长","兄"
"さいきん（最近）","","12","［名］ 最近，近来","最近"
"ふります（降ります）","","12","［动1］ 下（雨，雪），降（雨，雪）","降ります"
"わかい（若い）","","12","［形1］ 年轻","若い"
"あたたかい（暖かい）","","12","［形1］ 暖和，温暖","暖かい"
"すずしい（涼しい）","","12","［形1］ 凉爽","涼しい"
"はやい（速い）","","12","［形1］ 快","速い"
"だいすき（大好き）","","12","［形2］ 非常喜欢","大好き"
"いちばん","","12","［副］ 最，第一","いちばん"
"ずっと","","12","［副］ ～得多","ずっと"
"やはり","","12","［副］ 仍然，还是","やはり"
"やっぱり","","12","［副］ 仍然，还是","やっぱり"
"チョモランマ","","12","［专］ 珠穆朗玛峰","チョモランマ"
"にんきがあります（人気があります）","","12","受欢迎","人気があります"
"ねんかん（年間）","","12","年間","年間"
"にもつ（荷物）","","13","［名］ 包裹","荷物"
"はがき","","13","［名］ 明信片","はがき"
"きって（切手）","","13","［名］ 邮票","切手"
"ひきだし（引き出し）","","13","［名］ 抽屉","引き出し"
"アルバム","","13","［名］ 相册","アルバム"
"タバコ","","13","［名］ 烟，烟草","タバコ"
"まんが（漫画）","","13","［名］ 漫画","漫画"
"ガレージ","","13","［名］ garage,车库，汽车房","ガレージ"
"しゅうり（修理）","","13","［名］ 修理","修理"
"いざかや（居酒屋）","","13","［名］ 酒馆","居酒屋"
"なまビール（生～）","","13","［名］ 生啤","生ビール"
"やきとり（焼き鳥）","","13","［名］ 烤鸡肉串","焼き鳥"
"からあげ（唐揚げ）","","13","［名］ 炸鸡，油炸食品","唐揚げ"
"にくじゃが（肉じゃが）","","13","［名］ 土豆炖肉","肉じゃが"
"ボーリング","","13","［名］ 保龄球","ボーリング"
"かみ（髪）","","13","［名］ 头发","髪"
"ぞう（象）","","13","［名］ 象，大象","象"
"ひる（昼）","","13","［名］ 白天，中午","昼"
"ほか","","13","［名］ 另外，其他","ほか"
"かかります","","13","［动1］ 花费（时间，金钱）","かかります"
"さきます（咲きます）","","13","［动1］ 花开","咲きます"
"およぎます（泳ぎます）","","13","［动1］ 游泳","泳ぎます"
"あそびます（遊びます）","","13","［动1］ 玩，玩耍","遊びます"
"すいます（吸います）","","13","［动1］ 吸（烟）","吸います"
"きります（切ります）","","13","［动1］ 剪，切，割","切ります"
"だいたい（大体）","","13","［副］ 大约，大概，大体","大体"
"とりあえず","","13","［副］ 暂且","とりあえず"
"どのぐらい","","13","多久，多少钱","どのぐらい"
"どれぐらい","","13","多久，多少钱","どれぐらい"
"さつ（冊）","","13","冊","冊"
"かい（回）","","13","回","回"
"まい（枚）","","13","枚","枚"
"こ（個）","","13","個","個"
"はい（杯）","","13","杯","杯"
"にん（人）","","13","人","人"
"だい（台）","","13","台","台"
"ほん（本）","","13","本","本"
"とう（頭）","","13","頭","頭"
"ひき（匹）","","13","匹","匹"
"つ","","13","つ","つ"
"ちゃく（着）","","13","着","着"
"わ（羽）","","13","羽","羽"
"ばん（番）","","13","番","番"
"そく（足）","","13","足","足"
"ど（度）","","13","度","度"
"キロメートル","","13","キロメートル","キロメートル"
"さら（皿）","","13","皿","皿"
"じかん（時間）","","13","~个小时","時間"
"しゅうかん（週間）","","13","~个星期","週間"
"かげつ（月）","","13","~个月","か月"
"たち","","13","たち","たち"
"ふなびん（船便）","","14","［名］ 海运","船便"
"しょるい（書類）","","14","［名］ 文件，文稿","書類"
"げんこう（原稿）","","14","［名］ 稿子，原稿","原稿"
